№ Площадки,Регион,Диапазон,Тип БС,"Дата ТЭ 
(ЧЧ.ММ.ГГ)","Год 
плана",exМР
PL_77_14112,Москва и Московская область,LTE-800,БС,2021-06-20,2021,МР Москва
PL_77_14112,Москва и Московская область,LTE-1800,БС,2021-06-20,2021,МР Москва
PL_77_14113,Москва и Московская область,DCS-1800,БС,2021-12-20,2021,МР Москва
PL_77_14113,Москва и Московская область,UMTS-2100,БС,2021-12-20,2021,МР Москва
PL_77_14113,Москва и Московская область,LTE-1800,БС,2021-12-20,2021,МР Москва
PL_77_14113,Москва и Московская область,LTE-2600,БС,2021-12-20,2021,МР Москва
PL_77_14114,Москва и Московская область,GSM-900,БС,2021-10-21,2021,МР Москва
PL_77_14114,Москва и Московская область,DCS-1800,БС,2021-10-21,2021,МР Москва
PL_77_14114,Москва и Московская область,UMTS-2100,БС,2021-10-21,2021,МР Москва
PL_77_14114,Москва и Московская область,LTE-1800,БС,2021-10-21,2021,МР Москва
PL_77_14114,Москва и Московская область,LTE-2600,БС,2021-10-21,2021,МР Москва
PL_77_14118,Москва и Московская область,GSM-900,БС,2021-10-20,2021,МР Москва
PL_77_14118,Москва и Московская область,DCS-1800,БС,2021-10-20,2021,МР Москва
PL_77_14118,Москва и Московская область,UMTS-2100,БС,2021-10-20,2021,МР Москва
PL_77_14118,Москва и Московская область,LTE-1800,БС,2021-10-20,2021,МР Москва
PL_77_14118,Москва и Московская область,LTE-2600-TDD,БС,2021-10-20,2021,МР Москва
PL_77_14119,Москва и Московская область,GSM-900,БС,2021-03-20,2021,МР Москва
PL_77_14119,Москва и Московская область,DCS-1800,БС,2021-03-20,2021,МР Москва
PL_77_14119,Москва и Московская область,UMTS-2100,БС,2021-03-20,2021,МР Москва
PL_77_14119,Москва и Московская область,LTE-1800,БС,2021-03-20,2021,МР Москва
PL_77_14119,Москва и Московская область,LTE-2600,БС,2021-03-20,2021,МР Москва
PL_77_14119,Москва и Московская область,LTE-2600-TDD,БС,2021-03-20,2021,МР Москва
PL_77_14121,Москва и Московская область,GSM-900,БС,2021-12-20,2021,МР Москва
PL_77_14121,Москва и Московская область,DCS-1800,БС,2021-12-20,2021,МР Москва
PL_77_14122,Москва и Московская область,GSM-900,БС,2021-05-21,2021,МР Москва
PL_77_14122,Москва и Московская область,UMTS-2100,БС,2021-05-21,2021,МР Москва
PL_77_14122,Москва и Московская область,LTE-1800,БС,2021-05-21,2021,МР Москва
PL_77_14122,Москва и Московская область,LTE-2600,БС,2021-05-21,2021,МР Москва
PL_77_14125,Москва и Московская область,DCS-1800,БС,2021-12-20,2021,МР Москва
PL_77_14125,Москва и Московская область,UMTS-2100,БС,2021-12-20,2021,МР Москва
PL_77_14125,Москва и Московская область,LTE-1800,БС,2021-12-20,2021,МР Москва
PL_77_14125,Москва и Московская область,LTE-2600,БС,2021-12-20,2021,МР Москва
PL_77_14126,Москва и Московская область,DCS-1800,БС,2021-09-21,2021,МР Москва
PL_77_14126,Москва и Московская область,UMTS-2100,БС,2021-09-21,2021,МР Москва
PL_77_14126,Москва и Московская область,LTE-1800,БС,2021-09-21,2021,МР Москва
PL_77_14126,Москва и Московская область,LTE-2600,БС,2021-09-21,2021,МР Москва
PL_77_14131,Москва и Московская область,DCS-1800,БС,2021-02-20,2021,МР Москва
PL_77_14131,Москва и Московская область,UMTS-2100,БС,2021-02-20,2021,МР Москва
PL_77_14131,Москва и Московская область,LTE-1800,БС,2021-02-20,2021,МР Москва
PL_77_14131,Москва и Московская область,LTE-2600,БС,2021-02-20,2021,МР Москва
PL_77_14131,Москва и Московская область,LTE-2600-TDD,БС,2021-02-20,2021,МР Москва
PL_77_14132,Москва и Московская область,DCS-1800,БС,2021-07-20,2021,МР Москва
PL_77_14132,Москва и Московская область,LTE-1800,БС,2021-07-20,2021,МР Москва
PL_77_14136,Москва и Московская область,GSM-900,БС,2021-06-20,2021,МР Москва
PL_77_14136,Москва и Московская область,DCS-1800,БС,2021-06-20,2021,МР Москва
PL_77_14136,Москва и Московская область,UMTS-2100,БС,2021-06-20,2021,МР Москва
PL_77_14136,Москва и Московская область,LTE-1800,БС,2021-06-20,2021,МР Москва
PL_77_14136,Москва и Московская область,LTE-2600,БС,2021-06-20,2021,МР Москва
PL_77_14139,Москва и Московская область,DCS-1800,БС,2021-01-21,2021,МР Москва
PL_77_14139,Москва и Московская область,LTE-1800,БС,2021-01-21,2021,МР Москва
PL_77_14145,Москва и Московская область,DCS-1800,БС,2021-03-20,2021,МР Москва
PL_77_14145,Москва и Московская область,LTE-1800,БС,2021-03-20,2021,МР Москва
PL_77_14151,Москва и Московская область,DCS-1800,БС,2021-09-21,2021,МР Москва
PL_77_14151,Москва и Московская область,UMTS-900,БС,2021-09-21,2021,МР Москва
PL_77_14151,Москва и Московская область,LTE-1800,БС,2021-09-21,2021,МР Москва
PL_77_14152,Москва и Московская область,GSM-900,БС,2021-03-20,2021,МР Москва
PL_77_14152,Москва и Московская область,DCS-1800,БС,2021-03-20,2021,МР Москва
PL_77_14152,Москва и Московская область,UMTS-2100,БС,2021-03-20,2021,МР Москва
PL_77_14152,Москва и Московская область,LTE-1800,БС,2021-03-20,2021,МР Москва
PL_77_14152,Москва и Московская область,LTE-2600,БС,2021-03-20,2021,МР Москва
PL_77_14154,Москва и Московская область,DCS-1800,БС,2021-06-20,2021,МР Москва
PL_77_14154,Москва и Московская область,UMTS-2100,БС,2021-06-20,2021,МР Москва
PL_77_14154,Москва и Московская область,LTE-1800,БС,2021-06-20,2021,МР Москва
PL_77_14156,Москва и Московская область,GSM-900,БС,2021-03-20,2021,МР Москва
PL_77_14156,Москва и Московская область,UMTS-900,БС,2021-03-20,2021,МР Москва
PL_77_14156,Москва и Московская область,LTE-1800,БС,2021-03-20,2021,МР Москва
PL_77_14157,Москва и Московская область,DCS-1800,БС,2021-10-20,2021,МР Москва
PL_77_14157,Москва и Московская область,LTE-1800,БС,2021-10-20,2021,МР Москва
PL_77_14158,Москва и Московская область,DCS-1800,БС,2021-03-20,2021,МР Москва
PL_77_14158,Москва и Московская область,LTE-1800,БС,2021-03-20,2021,МР Москва
PL_77_14165,Москва и Московская область,GSM-900,БС,2021-09-21,2021,МР Москва
PL_77_14165,Москва и Московская область,DCS-1800,БС,2021-09-21,2021,МР Москва
PL_77_14165,Москва и Московская область,UMTS-2100,БС,2021-09-21,2021,МР Москва
PL_77_14165,Москва и Московская область,LTE-1800,БС,2021-09-21,2021,МР Москва
PL_77_14165,Москва и Московская область,LTE-2600,БС,2021-09-21,2021,МР Москва
PL_77_14166,Москва и Московская область,DCS-1800,БС,2021-05-21,2021,МР Москва
PL_77_14166,Москва и Московская область,UMTS-2100,БС,2021-05-21,2021,МР Москва
PL_77_14166,Москва и Московская область,LTE-1800,БС,2021-05-21,2021,МР Москва
PL_77_14166,Москва и Московская область,LTE-2600,БС,2021-05-21,2021,МР Москва
PL_77_14168,Москва и Московская область,GSM-900,БС,2021-04-21,2021,МР Москва
PL_77_14168,Москва и Московская область,DCS-1800,БС,2021-04-21,2021,МР Москва
PL_77_14168,Москва и Московская область,UMTS-2100,БС,2021-04-21,2021,МР Москва
PL_77_14168,Москва и Московская область,LTE-1800,БС,2021-04-21,2021,МР Москва
PL_77_14168,Москва и Московская область,LTE-2600,БС,2021-04-21,2021,МР Москва
PL_77_14172,Москва и Московская область,DCS-1800,БС,2021-08-21,2021,МР Москва
PL_77_14172,Москва и Московская область,UMTS-900,БС,2021-08-21,2021,МР Москва
PL_77_14172,Москва и Московская область,LTE-1800,БС,2021-08-21,2021,МР Москва
PL_77_14172,Москва и Московская область,LTE-2600,БС,2021-08-21,2021,МР Москва
PL_77_14173,Москва и Московская область,DCS-1800,БС,2021-07-20,2021,МР Москва
PL_77_14173,Москва и Московская область,UMTS-2100,БС,2021-07-20,2021,МР Москва
PL_77_14173,Москва и Московская область,LTE-1800,БС,2021-07-20,2021,МР Москва
PL_77_14178,Москва и Московская область,DCS-1800,БС,2021-06-20,2021,МР Москва
PL_77_14178,Москва и Московская область,LTE-1800,БС,2021-06-20,2021,МР Москва
PL_77_14179,Москва и Московская область,DCS-1800,БС,2021-08-21,2021,МР Москва
PL_77_14179,Москва и Московская область,UMTS-2100,БС,2021-08-21,2021,МР Москва
PL_77_14179,Москва и Московская область,LTE-1800,БС,2021-08-21,2021,МР Москва
PL_77_14179,Москва и Московская область,LTE-2600,БС,2021-08-21,2021,МР Москва
PL_77_14179,Москва и Московская область,LTE-2600-TDD,БС,2021-08-21,2021,МР Москва
PL_77_14181,Москва и Московская область,GSM-900,БС,2021-07-20,2021,МР Москва
PL_77_14181,Москва и Московская область,DCS-1800,БС,2021-07-20,2021,МР Москва
PL_77_14181,Москва и Московская область,UMTS-2100,БС,2021-07-20,2021,МР Москва
PL_77_14181,Москва и Московская область,LTE-1800,БС,2021-07-20,2021,МР Москва
PL_77_14185,Москва и Московская область,GSM-900,БС,2021-10-20,2021,МР Москва
PL_77_14185,Москва и Московская область,DCS-1800,БС,2021-10-20,2021,МР Москва
PL_77_14185,Москва и Московская область,UMTS-2100,БС,2021-10-20,2021,МР Москва
PL_77_14185,Москва и Московская область,LTE-1800,БС,2021-10-20,2021,МР Москва
PL_77_14185,Москва и Московская область,LTE-2600,БС,2021-10-20,2021,МР Москва
PL_77_14185,Москва и Московская область,LTE-2600-TDD,БС,2021-10-20,2021,МР Москва
PL_77_14187,Москва и Московская область,GSM-900,БС,2021-02-20,2021,МР Москва
PL_77_14187,Москва и Московская область,DCS-1800,БС,2021-02-20,2021,МР Москва
PL_77_14187,Москва и Московская область,UMTS-2100,БС,2021-02-20,2021,МР Москва
PL_77_14187,Москва и Московская область,LTE-1800,БС,2021-02-20,2021,МР Москва
PL_77_14187,Москва и Московская область,LTE-2600,БС,2021-02-20,2021,МР Москва
PL_77_14187,Москва и Московская область,LTE-2600-TDD,БС,2021-02-20,2021,МР Москва
PL_77_14190,Москва и Московская область,GSM-900,БС,2021-04-20,2021,МР Москва
PL_77_14190,Москва и Московская область,DCS-1800,БС,2021-04-20,2021,МР Москва
PL_77_14190,Москва и Московская область,UMTS-2100,БС,2021-04-20,2021,МР Москва
PL_77_14190,Москва и Московская область,LTE-1800,БС,2021-04-20,2021,МР Москва
PL_77_14190,Москва и Московская область,LTE-2600,БС,2021-04-20,2021,МР Москва
PL_77_14190,Москва и Московская область,LTE-2600-TDD,БС,2021-04-20,2021,МР Москва
PL_77_14192,Москва и Московская область,GSM-900,БС,2021-04-20,2021,МР Москва
PL_77_14192,Москва и Московская область,DCS-1800,БС,2021-04-20,2021,МР Москва
PL_77_14192,Москва и Московская область,UMTS-2100,БС,2021-04-20,2021,МР Москва
PL_77_14192,Москва и Московская область,LTE-1800,БС,2021-04-20,2021,МР Москва
PL_77_14192,Москва и Московская область,LTE-2600,БС,2021-04-20,2021,МР Москва
PL_77_14192,Москва и Московская область,LTE-2600-TDD,БС,2021-04-20,2021,МР Москва
PL_77_14195,Москва и Московская область,DCS-1800,БС,2021-01-21,2021,МР Москва
PL_77_14195,Москва и Московская область,UMTS-2100,БС,2021-01-21,2021,МР Москва
PL_77_14195,Москва и Московская область,LTE-1800,БС,2021-01-21,2021,МР Москва
PL_77_14195,Москва и Московская область,LTE-2600,БС,2021-01-21,2021,МР Москва
PL_77_14195,Москва и Московская область,LTE-2600-TDD,БС,2021-01-21,2021,МР Москва
PL_77_14196,Москва и Московская область,GSM-900,БС,2021-10-20,2021,МР Москва
PL_77_14196,Москва и Московская область,DCS-1800,БС,2021-10-20,2021,МР Москва
PL_77_14196,Москва и Московская область,UMTS-2100,БС,2021-10-20,2021,МР Москва
PL_77_14196,Москва и Московская область,LTE-1800,БС,2021-10-20,2021,МР Москва
PL_77_14196,Москва и Московская область,LTE-2600,БС,2021-10-20,2021,МР Москва
PL_77_14203,Москва и Московская область,DCS-1800,БС,2021-07-20,2021,МР Москва
PL_77_14203,Москва и Московская область,UMTS-2100,БС,2021-07-20,2021,МР Москва
PL_77_14203,Москва и Московская область,LTE-1800,БС,2021-07-20,2021,МР Москва
PL_77_14205,Москва и Московская область,DCS-1800,БС,2021-09-21,2021,МР Москва
PL_77_14205,Москва и Московская область,UMTS-2100,БС,2021-09-21,2021,МР Москва
PL_77_14205,Москва и Московская область,LTE-1800,БС,2021-09-21,2021,МР Москва
PL_77_14207,Москва и Московская область,UMTS-2100,БС,2021-02-21,2021,МР Москва
PL_77_14207,Москва и Московская область,LTE-1800,БС,2021-02-21,2021,МР Москва
PL_77_14208,Москва и Московская область,DCS-1800,БС,2021-08-21,2021,МР Москва
PL_77_14208,Москва и Московская область,LTE-1800,БС,2021-08-21,2021,МР Москва
PL_77_14212,Москва и Московская область,GSM-900,БС,2021-04-20,2021,МР Москва
PL_77_14212,Москва и Московская область,DCS-1800,БС,2021-04-20,2021,МР Москва
PL_77_14212,Москва и Московская область,UMTS-2100,БС,2021-04-20,2021,МР Москва
PL_77_14212,Москва и Московская область,LTE-1800,БС,2021-04-20,2021,МР Москва
PL_77_14212,Москва и Московская область,LTE-2600,БС,2021-04-20,2021,МР Москва
PL_77_14212,Москва и Московская область,LTE-2600-TDD,БС,2021-04-20,2021,МР Москва
PL_77_14214,Москва и Московская область,DCS-1800,БС,2021-04-20,2021,МР Москва
PL_77_14214,Москва и Московская область,UMTS-2100,БС,2021-04-20,2021,МР Москва
PL_77_14214,Москва и Московская область,LTE-1800,БС,2021-04-20,2021,МР Москва
PL_77_14214,Москва и Московская область,LTE-2600,БС,2021-04-20,2021,МР Москва
PL_77_14214,Москва и Московская область,LTE-2600-TDD,БС,2021-04-20,2021,МР Москва
PL_77_14215,Москва и Московская область,GSM-900,БС,2021-04-20,2021,МР Москва
PL_77_14215,Москва и Московская область,DCS-1800,БС,2021-04-20,2021,МР Москва
PL_77_14215,Москва и Московская область,UMTS-2100,БС,2021-04-20,2021,МР Москва
PL_77_14215,Москва и Московская область,LTE-1800,БС,2021-04-20,2021,МР Москва
PL_77_14215,Москва и Московская область,LTE-2600,БС,2021-04-20,2021,МР Москва
PL_77_14215,Москва и Московская область,LTE-2600-TDD,БС,2021-04-20,2021,МР Москва
PL_77_14218,Москва и Московская область,GSM-900,БС,2021-03-20,2021,МР Москва
PL_77_14218,Москва и Московская область,DCS-1800,БС,2021-03-20,2021,МР Москва
PL_77_14218,Москва и Московская область,LTE-1800,БС,2021-03-20,2021,МР Москва
PL_77_14219,Москва и Московская область,DCS-1800,БС,2021-10-21,2021,МР Москва
PL_77_14219,Москва и Московская область,LTE-1800,БС,2021-10-21,2021,МР Москва
PL_77_14219,Москва и Московская область,LTE-2600,БС,2021-10-21,2021,МР Москва
PL_77_14219,Москва и Московская область,LTE-2600-TDD,БС,2021-10-21,2021,МР Москва
PL_77_14220,Москва и Московская область,DCS-1800,БС,2021-04-21,2021,МР Москва
PL_77_14220,Москва и Московская область,LTE-1800,БС,2021-04-21,2021,МР Москва
PL_77_14221,Москва и Московская область,GSM-900,БС,2021-06-20,2021,МР Москва
PL_77_14221,Москва и Московская область,DCS-1800,БС,2021-06-20,2021,МР Москва
PL_77_14221,Москва и Московская область,UMTS-2100,БС,2021-06-20,2021,МР Москва
PL_77_14221,Москва и Московская область,LTE-1800,БС,2021-06-20,2021,МР Москва
PL_77_14221,Москва и Московская область,LTE-2600,БС,2021-06-20,2021,МР Москва
PL_77_14221,Москва и Московская область,LTE-2600-TDD,БС,2021-06-20,2021,МР Москва
PL_77_14222,Москва и Московская область,GSM-900,БС,2021-02-20,2021,МР Москва
PL_77_14222,Москва и Московская область,DCS-1800,БС,2021-02-20,2021,МР Москва
PL_77_14222,Москва и Московская область,UMTS-2100,БС,2021-02-20,2021,МР Москва
PL_77_14222,Москва и Московская область,LTE-1800,БС,2021-02-20,2021,МР Москва
PL_77_14222,Москва и Московская область,LTE-2600,БС,2021-02-20,2021,МР Москва
PL_77_14223,Москва и Московская область,GSM-900,БС,2021-11-20,2021,МР Москва
PL_77_14223,Москва и Московская область,DCS-1800,БС,2021-11-20,2021,МР Москва
PL_77_14223,Москва и Московская область,UMTS-2100,БС,2021-11-20,2021,МР Москва
PL_77_14223,Москва и Московская область,LTE-1800,БС,2021-11-20,2021,МР Москва
PL_77_14223,Москва и Московская область,LTE-2600,БС,2021-11-20,2021,МР Москва
PL_77_14223,Москва и Московская область,LTE-2600-TDD,БС,2021-11-20,2021,МР Москва
PL_77_14226,Москва и Московская область,DCS-1800,БС,2021-08-21,2021,МР Москва
PL_77_14226,Москва и Московская область,UMTS-2100,БС,2021-08-21,2021,МР Москва
PL_77_14226,Москва и Московская область,LTE-1800,БС,2021-08-21,2021,МР Москва
PL_77_14226,Москва и Московская область,LTE-2600,БС,2021-08-21,2021,МР Москва
PL_77_14226,Москва и Московская область,LTE-2600-TDD,БС,2021-08-21,2021,МР Москва
PL_77_14227,Москва и Московская область,GSM-900,БС,2021-09-21,2021,МР Москва
PL_77_14227,Москва и Московская область,DCS-1800,БС,2021-09-21,2021,МР Москва
PL_77_14227,Москва и Московская область,UMTS-2100,БС,2021-09-21,2021,МР Москва
PL_77_14227,Москва и Московская область,LTE-1800,БС,2021-09-21,2021,МР Москва
PL_77_14227,Москва и Московская область,LTE-2600,БС,2021-09-21,2021,МР Москва
PL_77_14227,Москва и Московская область,LTE-2600-TDD,БС,2021-09-21,2021,МР Москва
PL_77_14233,Москва и Московская область,GSM-900,Микро/метро БС,2021-10-01,2021,МР Москва
PL_77_14233,Москва и Московская область,UMTS-900,Микро/метро БС,2021-10-01,2021,МР Москва
PL_77_14233,Москва и Московская область,UMTS-2100,Микро/метро БС,2021-10-01,2021,МР Москва
PL_77_14233,Москва и Московская область,LTE-800,Микро/метро БС,2021-10-01,2021,МР Москва
PL_77_14233,Москва и Московская область,LTE-1800,Микро/метро БС,2021-10-01,2021,МР Москва
PL_77_14234,Москва и Московская область,GSM-900,Микро/метро БС,2021-10-01,2021,МР Москва
PL_77_14234,Москва и Московская область,UMTS-900,Микро/метро БС,2021-10-01,2021,МР Москва
PL_77_14234,Москва и Московская область,UMTS-2100,Микро/метро БС,2021-10-01,2021,МР Москва
PL_77_14234,Москва и Московская область,LTE-800,Микро/метро БС,2021-10-01,2021,МР Москва
PL_77_14234,Москва и Московская область,LTE-1800,Микро/метро БС,2021-10-01,2021,МР Москва
PL_77_14236,Москва и Московская область,GSM-900,Микро/метро БС,2021-10-01,2021,МР Москва
PL_77_14236,Москва и Московская область,UMTS-900,Микро/метро БС,2021-10-01,2021,МР Москва
PL_77_14236,Москва и Московская область,UMTS-2100,Микро/метро БС,2021-10-01,2021,МР Москва
PL_77_14236,Москва и Московская область,LTE-800,Микро/метро БС,2021-10-01,2021,МР Москва
PL_77_14236,Москва и Московская область,LTE-1800,Микро/метро БС,2021-10-01,2021,МР Москва
PL_77_14237,Москва и Московская область,GSM-900,Микро/метро БС,2021-10-01,2021,МР Москва
PL_77_14237,Москва и Московская область,UMTS-900,Микро/метро БС,2021-10-01,2021,МР Москва
PL_77_14237,Москва и Московская область,UMTS-2100,Микро/метро БС,2021-10-01,2021,МР Москва
PL_77_14237,Москва и Московская область,LTE-800,Микро/метро БС,2021-10-01,2021,МР Москва
PL_77_14237,Москва и Московская область,LTE-1800,Микро/метро БС,2021-10-01,2021,МР Москва
PL_77_14238,Москва и Московская область,GSM-900,Микро/метро БС,2021-10-01,2021,МР Москва
PL_77_14238,Москва и Московская область,UMTS-900,Микро/метро БС,2021-10-01,2021,МР Москва
PL_77_14238,Москва и Московская область,UMTS-2100,Микро/метро БС,2021-10-01,2021,МР Москва
PL_77_14238,Москва и Московская область,LTE-800,Микро/метро БС,2021-10-01,2021,МР Москва
PL_77_14238,Москва и Московская область,LTE-1800,Микро/метро БС,2021-10-01,2021,МР Москва
PL_77_14239,Москва и Московская область,GSM-900,Микро/метро БС,2021-10-01,2021,МР Москва
PL_77_14239,Москва и Московская область,UMTS-900,Микро/метро БС,2021-10-01,2021,МР Москва
PL_77_14239,Москва и Московская область,UMTS-2100,Микро/метро БС,2021-10-01,2021,МР Москва
PL_77_14239,Москва и Московская область,LTE-800,Микро/метро БС,2021-10-01,2021,МР Москва
PL_77_14239,Москва и Московская область,LTE-1800,Микро/метро БС,2021-10-01,2021,МР Москва
PL_77_14240,Москва и Московская область,GSM-900,Микро/метро БС,2021-10-01,2021,МР Москва
PL_77_14240,Москва и Московская область,UMTS-900,Микро/метро БС,2021-10-01,2021,МР Москва
PL_77_14240,Москва и Московская область,UMTS-2100,Микро/метро БС,2021-10-01,2021,МР Москва
PL_77_14240,Москва и Московская область,LTE-800,Микро/метро БС,2021-10-01,2021,МР Москва
PL_77_14240,Москва и Московская область,LTE-1800,Микро/метро БС,2021-10-01,2021,МР Москва
PL_77_14275,Москва и Московская область,DCS-1800,БС,2021-06-20,2021,МР Москва
PL_77_14275,Москва и Московская область,LTE-1800,БС,2021-06-20,2021,МР Москва
PL_77_14277,Москва и Московская область,LTE-1800,БС,2021-05-21,2021,МР Москва
PL_77_14279,Москва и Московская область,GSM-900,БС,2021-04-20,2021,МР Москва
PL_77_14279,Москва и Московская область,DCS-1800,БС,2021-04-20,2021,МР Москва
PL_77_14279,Москва и Московская область,UMTS-2100,БС,2021-04-20,2021,МР Москва
PL_77_14279,Москва и Московская область,LTE-1800,БС,2021-04-20,2021,МР Москва
PL_77_14279,Москва и Московская область,LTE-2600,БС,2021-04-20,2021,МР Москва
PL_77_14280,Москва и Московская область,GSM-900,БС,2021-12-20,2021,МР Москва
PL_77_14280,Москва и Московская область,DCS-1800,БС,2021-12-20,2021,МР Москва
PL_77_14280,Москва и Московская область,UMTS-2100,БС,2021-12-20,2021,МР Москва
PL_77_14280,Москва и Московская область,LTE-1800,БС,2021-12-20,2021,МР Москва
PL_77_14280,Москва и Московская область,LTE-2600,БС,2021-12-20,2021,МР Москва
PL_77_14281,Москва и Московская область,LTE-1800,БС,2021-12-20,2021,МР Москва
PL_77_14285,Москва и Московская область,DCS-1800,БС,2021-05-21,2021,МР Москва
PL_77_14285,Москва и Московская область,UMTS-900,БС,2021-05-21,2021,МР Москва
PL_77_14285,Москва и Московская область,LTE-1800,БС,2021-05-21,2021,МР Москва
PL_77_14286,Москва и Московская область,DCS-1800,БС,2021-11-20,2021,МР Москва
PL_77_14286,Москва и Московская область,LTE-1800,БС,2021-11-20,2021,МР Москва
PL_77_14289,Москва и Московская область,DCS-1800,БС,2021-05-21,2021,МР Москва
PL_77_14289,Москва и Московская область,LTE-1800,БС,2021-05-21,2021,МР Москва
PL_77_14290,Москва и Московская область,GSM-900,БС,2021-03-20,2021,МР Москва
PL_77_14290,Москва и Московская область,DCS-1800,БС,2021-03-20,2021,МР Москва
PL_77_14290,Москва и Московская область,LTE-1800,БС,2021-03-20,2021,МР Москва
PL_77_14292,Москва и Московская область,DCS-1800,БС,2021-10-21,2021,МР Москва
PL_77_14292,Москва и Московская область,LTE-1800,БС,2021-10-21,2021,МР Москва
PL_77_14292,Москва и Московская область,LTE-2600,БС,2021-10-21,2021,МР Москва
PL_77_14293,Москва и Московская область,DCS-1800,БС,2021-11-20,2021,МР Москва
PL_77_14293,Москва и Московская область,LTE-1800,БС,2021-11-20,2021,МР Москва
PL_77_14294,Москва и Московская область,DCS-1800,БС,2021-05-21,2021,МР Москва
PL_77_14294,Москва и Московская область,LTE-1800,БС,2021-05-21,2021,МР Москва
PL_77_14294,Москва и Московская область,LTE-2600,БС,2021-05-21,2021,МР Москва
PL_77_14297,Москва и Московская область,DCS-1800,БС,2021-03-20,2021,МР Москва
PL_77_14297,Москва и Московская область,UMTS-900,БС,2021-03-20,2021,МР Москва
PL_77_14297,Москва и Московская область,LTE-1800,БС,2021-03-20,2021,МР Москва
PL_77_14300,Москва и Московская область,GSM-900,БС,2021-08-21,2021,МР Москва
PL_77_14300,Москва и Московская область,DCS-1800,БС,2021-08-21,2021,МР Москва
PL_77_14300,Москва и Московская область,LTE-1800,БС,2021-08-21,2021,МР Москва
PL_77_14300,Москва и Московская область,LTE-2600,БС,2021-08-21,2021,МР Москва
PL_77_14302,Москва и Московская область,DCS-1800,БС,2021-03-20,2021,МР Москва
PL_77_14302,Москва и Московская область,UMTS-900,БС,2021-03-20,2021,МР Москва
PL_77_14302,Москва и Московская область,LTE-1800,БС,2021-03-20,2021,МР Москва
PL_77_14303,Москва и Московская область,DCS-1800,БС,2021-11-20,2021,МР Москва
PL_77_14303,Москва и Московская область,LTE-1800,БС,2021-11-20,2021,МР Москва
PL_77_14304,Москва и Московская область,GSM-900,БС,2021-08-21,2021,МР Москва
PL_77_14304,Москва и Московская область,DCS-1800,БС,2021-08-21,2021,МР Москва
PL_77_14304,Москва и Московская область,LTE-1800,БС,2021-08-21,2021,МР Москва
PL_77_14305,Москва и Московская область,DCS-1800,БС,2021-11-20,2021,МР Москва
PL_77_14305,Москва и Московская область,LTE-1800,БС,2021-11-20,2021,МР Москва
PL_77_14307,Москва и Московская область,GSM-900,БС,2021-12-20,2021,МР Москва
PL_77_14307,Москва и Московская область,DCS-1800,БС,2021-12-20,2021,МР Москва
PL_77_14307,Москва и Московская область,UMTS-900,БС,2021-12-20,2021,МР Москва
PL_77_14307,Москва и Московская область,UMTS-2100,БС,2021-12-20,2021,МР Москва
PL_77_14307,Москва и Московская область,LTE-1800,БС,2021-12-20,2021,МР Москва
PL_77_14307,Москва и Московская область,LTE-2600,БС,2021-12-20,2021,МР Москва
PL_77_14311,Москва и Московская область,DCS-1800,БС,2021-05-21,2021,МР Москва
PL_77_14311,Москва и Московская область,LTE-1800,БС,2021-05-21,2021,МР Москва
PL_77_14311,Москва и Московская область,LTE-2600,БС,2021-05-21,2021,МР Москва
PL_77_14314,Москва и Московская область,GSM-900,БС,2021-03-20,2021,МР Москва
PL_77_14314,Москва и Московская область,UMTS-900,БС,2021-03-20,2021,МР Москва
PL_77_14314,Москва и Московская область,LTE-1800,БС,2021-03-20,2021,МР Москва
PL_77_14315,Москва и Московская область,DCS-1800,БС,2021-02-20,2021,МР Москва
PL_77_14315,Москва и Московская область,LTE-1800,БС,2021-02-20,2021,МР Москва
PL_77_14321,Москва и Московская область,DCS-1800,БС,2021-05-21,2021,МР Москва
PL_77_14321,Москва и Московская область,LTE-1800,БС,2021-05-21,2021,МР Москва
PL_77_14322,Москва и Московская область,DCS-1800,БС,2021-11-20,2021,МР Москва
PL_77_14322,Москва и Московская область,LTE-1800,БС,2021-11-20,2021,МР Москва
PL_77_14326,Москва и Московская область,DCS-1800,БС,2021-05-21,2021,МР Москва
PL_77_14326,Москва и Московская область,LTE-1800,БС,2021-05-21,2021,МР Москва
PL_77_14333,Москва и Московская область,DCS-1800,БС,2021-02-20,2021,МР Москва
PL_77_14333,Москва и Московская область,LTE-1800,БС,2021-02-20,2021,МР Москва
PL_77_14340,Москва и Московская область,DCS-1800,БС,2021-07-20,2021,МР Москва
PL_77_14340,Москва и Московская область,UMTS-2100,БС,2021-07-20,2021,МР Москва
PL_77_14340,Москва и Московская область,LTE-1800,БС,2021-07-20,2021,МР Москва
PL_77_14343,Москва и Московская область,DCS-1800,БС,2021-03-20,2021,МР Москва
PL_77_14343,Москва и Московская область,LTE-1800,БС,2021-03-20,2021,МР Москва
PL_77_14344,Москва и Московская область,GSM-900,БС,2021-02-20,2021,МР Москва
PL_77_14344,Москва и Московская область,DCS-1800,БС,2021-02-20,2021,МР Москва
PL_77_14344,Москва и Московская область,LTE-1800,БС,2021-02-20,2021,МР Москва
PL_77_14345,Москва и Московская область,DCS-1800,БС,2021-10-21,2021,МР Москва
PL_77_14345,Москва и Московская область,LTE-1800,БС,2021-10-21,2021,МР Москва
PL_77_14346,Москва и Московская область,DCS-1800,БС,2021-07-20,2021,МР Москва
