Дата создания заказа,Дата утверждения заказа,Номер контракта,Номер строки в заказе/релизе,Код позиции ЕНС,Наименование позиции ЕНС,Единица измерения,Заказанное количество,Полученное количество,В пути,Длина,Ширина,Высота,Объём,Общий объём,Организация-получатель,Дата исполнения заказа/договора
2021-12-01,,,14,132.346.000743,"Делитель мощности JMX 2:1, 700-2700 МГц, 4.3-10F, -160дБн, IP65 (PD0000001)",штука,5,0,5,",04",",08",",28",",000896",",00448",702,
2021-12-01,,,15,132.346.000743,"Делитель мощности JMX 2:1, 700-2700 МГц, 4.3-10F, -160дБн, IP65 (PD0000001)",штука,7,0,7,",04",",08",",28",",000896",",006272",702,
2021-12-01,2021-12-08,,1,241.346.004775,Кабель оптический СЛ-ОЭК-ПЦ-нг(А)-HF-(2Е2-1.5)+2х0.75,Метр,900,0,900,0,",1",0,0,,702,14.01.2021
2021-12-01,2021-12-07,,1,179.346.000101,"Устройство амплитудно-фазового преобразования с фильтром, Телеконта (TKFSFC080943C-241)",штука,6,0,6,",6",",4",",1",",024",",144",304,08.02.2022
2021-12-01,2021-12-10,D200224815_5,1,238.346.000189,Кабель RG-6U 100м белый REXANT,Метр,12200,0,12200,",02",",06",",06",",000072",",8784",304,29.12.2021
2021-12-01,2021-12-07,,1,132.346.000778,"Комбайнер гибридный Bridge Components 6дБ, 790..2700МГц, 4.3-10F, -160дБн, IP65 (4х4, 8 портов) (12-UEAE744-O1)",штука,14,0,14,",16",",27",",32",",013824",",193536",107,18.03.2022
2021-12-01,2021-12-07,,6,132.346.000778,"Комбайнер гибридный Bridge Components 6дБ, 790..2700МГц, 4.3-10F, -160дБн, IP65 (4х4, 8 портов) (12-UEAE744-O1)",штука,7,0,7,",16",",27",",32",",013824",",096768",702,18.03.2022
2021-12-01,2021-12-07,,7,132.346.000778,"Комбайнер гибридный Bridge Components 6дБ, 790..2700МГц, 4.3-10F, -160дБн, IP65 (4х4, 8 портов) (12-UEAE744-O1)",штука,1,0,1,",16",",27",",32",",013824",",013824",702,18.03.2022
2021-12-01,2021-12-07,,10,132.346.000778,"Комбайнер гибридный Bridge Components 6дБ, 790..2700МГц, 4.3-10F, -160дБн, IP65 (4х4, 8 портов) (12-UEAE744-O1)",штука,4,0,4,",16",",27",",32",",013824",",055296",107,18.03.2022
2021-12-01,2021-12-07,,11,132.346.000778,"Комбайнер гибридный Bridge Components 6дБ, 790..2700МГц, 4.3-10F, -160дБн, IP65 (4х4, 8 портов) (12-UEAE744-O1)",штука,8,0,8,",16",",27",",32",",013824",",110592",107,18.03.2022
2021-12-01,2021-12-07,,1,132.346.000738,"Диплексер Fiberhome 790..862/880..960МГц, одинарный, 4.3-10F, -160дБн, IP67 (FHTC-0790-0960-2-200M01/W)",штука,30,0,30,",32",",23",",14",",010304",",30912",107,20.03.2022
2021-12-01,2021-12-07,,5,132.346.000740,"Диплексер Fiberhome 2540..2670/2595..2615МГц, одинарный, 4.3-10F, -160дБн, IP67 (FHTC-2540-2670-2-200M01/W)",штука,58,0,58,",14",",23",",32",",010304",",597632",304,20.03.2022
2021-12-01,2021-12-07,,22,132.346.000733,"Триплексер Fiberhome 790..960/1710..1880/1920..2170МГц, одинарный, 4.3-10F, -160дБн, IP67 (FHTC-0790-2170-3-200M01/W)",штука,8,0,8,",38",",28",",16",",017024",",136192",107,20.03.2022
2021-12-01,2021-12-07,,1,132.346.000749,"Нагрузка кабельная Dawn 0-3000МГц, 25Вт, 4.3-10F, -160дБн, IP65 (R70107A)",штука,100,0,100,",28",",08",",06",",001344",",1344",107,19.03.2022
2021-12-01,2021-12-07,,2,132.346.000759,"Нагрузка кабельная Bridge Components 0-3000МГц, 5Вт, 4.3-10M, -160дБн, IP65 (18-HEBFC1-O)",штука,100,0,100,",07",",05",",05",",000175",",0175",107,19.03.2022
2021-12-01,2021-12-07,,3,132.346.000766,"Таппер Bridge Components 20:1, 13дБ, 700-2700МГц, 4.3-10F, -160дБн, IP65 (19-UEAE0K7-013)",штука,6,0,6,",17",",07",",08",",000952",",005712",304,19.03.2022
2021-12-01,2021-12-07,,4,132.346.000753,"Ответвитель направленный Bridge Components 10дБ, 700-2700Мгц, 4.3-10F, -160дБн, IP65 (13-UEAE710-O1)",штука,2,0,2,",05",",05",",19",",000475",",00095",304,19.03.2022
2021-12-01,2021-12-07,,5,132.346.000754,"Ответвитель направленный Bridge Components 13дБ, 700-2700Мгц, 4.3-10F, -160дБн, IP65 (13-UEAE713-O1)",штука,11,0,11,",05",",05",",19",",000475",",005225",304,19.03.2022
2021-12-01,2021-12-07,,34,132.346.000750,"Ответвитель направленный Bridge Components 6дБ, 700-2700Мгц, 4.3-10F, -160дБн, IP65 (13-UEAE706-O1)",штука,26,0,26,",06",",06",",19",",000684",",017784",702,19.03.2022
2021-12-01,2021-12-07,,35,132.346.000750,"Ответвитель направленный Bridge Components 6дБ, 700-2700Мгц, 4.3-10F, -160дБн, IP65 (13-UEAE706-O1)",штука,12,0,12,",06",",06",",19",",000684",",008208",702,19.03.2022
2021-12-01,2021-12-07,,36,132.346.000751,"Ответвитель направленный Bridge Components 7дБ, 700-2700Мгц, 4.3-10F, -160дБн, IP65 (13-UEAE707-O1)",штука,12,0,12,",06",",06",",19",",000684",",008208",702,19.03.2022
2021-12-01,2021-12-07,,37,132.346.000751,"Ответвитель направленный Bridge Components 7дБ, 700-2700Мгц, 4.3-10F, -160дБн, IP65 (13-UEAE707-O1)",штука,8,0,8,",06",",06",",19",",000684",",005472",702,19.03.2022
2021-12-01,2021-12-07,,38,132.346.000751,"Ответвитель направленный Bridge Components 7дБ, 700-2700Мгц, 4.3-10F, -160дБн, IP65 (13-UEAE707-O1)",штука,3,0,3,",06",",06",",19",",000684",",002052",702,19.03.2022
2021-12-01,2021-12-07,,39,132.346.000751,"Ответвитель направленный Bridge Components 7дБ, 700-2700Мгц, 4.3-10F, -160дБн, IP65 (13-UEAE707-O1)",штука,1,0,1,",06",",06",",19",",000684",",000684",702,19.03.2022
2021-12-01,2021-12-07,,40,132.346.000753,"Ответвитель направленный Bridge Components 10дБ, 700-2700Мгц, 4.3-10F, -160дБн, IP65 (13-UEAE710-O1)",штука,4,0,4,",05",",05",",19",",000475",",0019",702,19.03.2022
2021-12-01,2021-12-07,,41,132.346.000754,"Ответвитель направленный Bridge Components 13дБ, 700-2700Мгц, 4.3-10F, -160дБн, IP65 (13-UEAE713-O1)",штука,6,0,6,",05",",05",",19",",000475",",00285",702,19.03.2022
2021-12-03,2021-12-17,D200097766_6,7,213.346.000834,Разъем F-RG-6 (03-008C),штука,25000,0,25000,",01",",01",",02",",000002",",05",702,14.12.2021
2021-12-03,2021-12-17,D200097766_6,8,214.346.000328,Кабель-канал 40х25мм,Метр,7000,0,7000,",03",",05","2,05",",003075","21,525",702,14.12.2021
2021-12-03,2021-12-17,D200097766_6,9,216.346.000640,Изолента ПВХ,штука,350,0,350,",07",",07",",01",",000049",",01715",702,14.12.2021
2021-12-03,2021-12-17,D200097766_6,10,213.346.000485,Разъем F-818 Fm-Fm переход,штука,20000,0,20000,",01",",02",",01",",000002",",04",702,14.12.2021
2021-12-03,2021-12-17,D200097766_6,11,212.346.001711,"Стяжка кабельная 150х2,5мм (100 шт)",Упаковка,100,0,100,",21",",09",",02",",000378",",0378",702,14.12.2021
2021-12-03,2021-12-17,D200097766_6,12,249.377.000358,Переходник RG45 гнездо-гнездо,штука,15000,0,15000,",035",",02",",015",",0000105",",1575",702,14.12.2021
2021-12-03,2021-12-17,D200097766_6,13,574.688.000773,"Сплиттер SAH204F, 2 выхода, 5..1000Мгц, 4дБ",штука,1000,0,1000,",05",",04",",01",",00002",",02",702,14.12.2021
2021-12-03,2021-12-17,D200097766_6,14,574.688.000772,"Сплиттер SAH306F, 3 выхода, 5..1000Мгц, 6дБ",штука,1000,0,1000,",05",",04",",01",",00002",",02",702,14.12.2021
2021-12-08,2021-12-14,D140722917_12,1,179.346.000126,Блок удаленный Commscope CAP H 8/9/18/21 F-AC-F1 системы ION-E (7772983-0002),штука,14,0,14,"1,05",",3",",35",",11025","1,5435",304,19.04.2022
2021-12-08,2021-12-14,D140722917_12,2,179.346.000116,"Интерфейс оптический типа 10G BIDI SFP+, Tx/Rx 1270/1330нм, 40км (7832204)",штука,14,0,14,",11",",07",",02",",000154",",002156",304,19.04.2022
2021-12-08,2021-12-14,D140722917_12,3,179.346.000117,"Интерфейс оптический типа 10G BIDI SFP+, Tx/Rx 1330/1270нм, 40км (7832206)",штука,14,0,14,",11",",07",",02",",000154",",002156",304,19.04.2022
2021-12-08,2021-12-14,D140722917_12,4,204.346.000456,Оптический патчкорд FC/LC SM D2.0 20M,штука,74,0,74,",18",",18",",02",",000648",",047952",304,19.04.2022
2021-12-08,2021-12-16,D180094600_10,1,151.346.001442,"Батарея аккумуляторная Источник СГАН(ф)12-170 12В, 170Ач",штука,8,0,8,",315",",125",",56",",02205",",1764",304,08.03.2022
2021-12-09,2021-12-20,,1,173.346.003070,"Шкаф напольный Телеком Групп 19"" 47U, 800х800мм (С-47U-08-08-ДП-ДП-7035)",штука,1,0,1,",8",",8",",67",",4288",",4288",107,14.02.2022
2021-12-09,2021-12-20,,2,173.346.002995,"Модуль вентиляторный Телеком Групп БВ-4 на 4 элемента, 48-72В DC",штука,1,0,1,",047",",36",",48",",0081216",",0081216",107,14.02.2022
2021-12-09,2021-12-20,,3,173.346.002996,"Термостат к вентиляторному модулю Телеком Групп, 48-72В DC (TRT-10A48-72V-NO)",штука,1,0,1,",068",",047",",03",",00009588",",00009588",107,14.02.2022
2021-12-10,2021-12-14,,1,148.346.000203,Усилитель Nextivity CEL-FI PRO Quad Band 1/3/7/8 (590NP34LPRU2MTRU2T21),штука,5,0,5,",3",",18",",21",",01134",",0567",107,19.02.2022
2021-12-10,,,1,219.346.000228,Устройство контроля светоограждения мачты (УКСОМ БУК-2/48-СОМ),штука,15,0,15,",46",",06",",05",",00138",",0207",107,
2021-12-13,2021-12-21,,1,189.346.000463,"Модуль оптический FiberHome SFP+ WDM 10G 1330/1270нм, 20км, 12.5дБм для оборудования Huawei (5044002-009-H)",штука,4,0,4,",07",",02",",01",",000014",",000056",304,15.02.2022
2021-12-20,2021-12-22,,1,213.346.001333,"Сплиттер антенный Oscilloquartz 1:2, TNC-F, два GNSS выхода TNC-F",штука,1,0,1,",09",",05",",02",",00009",",00009",К05,20.06.2022
2021-12-20,2021-12-22,,2,213.346.001334,Адаптер Oscilloquartz TNC-m/TNC-m,штука,2,0,2,",02",",02",",05",",00002",",00004",К05,20.06.2022
2021-12-20,2021-12-22,,3,243.346.001305,"Кабель соединительный Oscilloquartz TNC-f/SMA-m, 2м",штука,1,0,1,",22",",22",",02",",000968",",000968",К05,20.06.2022
2021-12-20,2021-12-22,,4,204.346.002685,"Комплект кабелей и коннектеров: кабель антенный LMR/CNT400, 150м, усилитель 20дБ, адаптер TNC/TNC",Комплект,1,0,1,",1",",2",",3",",006",",006",К05,20.06.2022
2021-12-20,2021-12-22,,5,204.346.002686,"Комплект антенный в составе: антенна GPS/GLONASS/BeiDou/Galileo, 40дБ с креплением, грозоразрядник, кабель 10м, адаптер TNC-f на SMA-m, 2м",Комплект,1,0,1,",1",",2",",3",",006",",006",К05,20.06.2022
2021-12-20,2021-12-22,,6,204.346.002693,"Устройство РТР GrandMaster OSA 5430 в составе: крепление в стойку, ПО SYNCJACK OS, кварцевый генератор HQ++ Stratum 2E G.812 Type II с резервом, -48В с резервом, приемник GNSS (GPS/GLONASS/BeiDou/Galileo) с резервом, 256 клиентов PTP",Комплект,1,0,1,",1",",2",",3",",006",",006",К05,20.06.2022
2021-12-20,2021-12-22,,7,204.346.002694,"Источник цезиевый OSA 3230B ePRC Cesium Clock-G.811.1, 19"" 3U, -48В с резервом, гарантия на цезиевую трубку 10 лет",Комплект,2,0,2,",1",",2",",3",",006",",012",К05,20.06.2022
2021-12-21,,,1,132.346.000743,"Делитель мощности JMX 2:1, 700-2700 МГц, 4.3-10F, -160дБн, IP65 (PD0000001)",штука,254,0,254,",04",",08",",28",",000896",",227584",304,
2021-12-21,2021-12-23,,1,179.346.000101,"Устройство амплитудно-фазового преобразования с фильтром, Телеконта (TKFSFC080943C-241)",штука,100,0,100,",6",",4",",1",",024","2,4",107,28.02.2022
2021-12-21,2021-12-24,,1,132.346.000778,"Комбайнер гибридный Bridge Components 6дБ, 790..2700МГц, 4.3-10F, -160дБн, IP65 (4х4, 8 портов) (12-UEAE744-O1)",штука,144,0,144,",16",",27",",32",",013824","1,990656",304,31.03.2022
2021-12-21,2021-12-24,,1,132.346.000759,"Нагрузка кабельная Bridge Components 0-3000МГц, 5Вт, 4.3-10M, -160дБн, IP65 (18-HEBFC1-O)",штука,30,0,30,",07",",05",",05",",000175",",00525",107,31.03.2022
2021-12-21,2021-12-24,,4,132.346.000750,"Ответвитель направленный Bridge Components 6дБ, 700-2700Мгц, 4.3-10F, -160дБн, IP65 (13-UEAE706-O1)",штука,3,0,3,",06",",06",",19",",000684",",002052",304,31.03.2022
2021-12-21,2021-12-24,,5,132.346.000751,"Ответвитель направленный Bridge Components 7дБ, 700-2700Мгц, 4.3-10F, -160дБн, IP65 (13-UEAE707-O1)",штука,174,0,174,",06",",06",",19",",000684",",119016",304,31.03.2022
2021-12-21,2021-12-24,,6,132.346.000753,"Ответвитель направленный Bridge Components 10дБ, 700-2700Мгц, 4.3-10F, -160дБн, IP65 (13-UEAE710-O1)",штука,141,0,141,",05",",05",",19",",000475",",066975",304,31.03.2022
2021-12-21,2021-12-24,,7,132.346.000754,"Ответвитель направленный Bridge Components 13дБ, 700-2700Мгц, 4.3-10F, -160дБн, IP65 (13-UEAE713-O1)",штука,13,0,13,",05",",05",",19",",000475",",006175",304,31.03.2022
2021-12-21,2021-12-24,,8,132.346.000755,"Ответвитель направленный Bridge Components 15дБ, 700-2700Мгц, 4.3-10F, -160дБн, IP65 (13-UEAE715-O1)",штука,64,0,64,",05",",05",",19",",000475",",0304",304,31.03.2022
2021-12-21,2021-12-24,,9,132.346.000756,"Ответвитель направленный Bridge Components 20дБ, 700-2700Мгц, 4.3-10F, -160дБн, IP65 (13-UEAE720-O1)",штука,28,0,28,",07",",1",",2",",0014",",0392",304,31.03.2022
2021-12-21,2021-12-24,,10,132.346.000746,"Нагрузка кабельная Dawn 0-3000МГц, 200Вт, 4.3-10F, -160дБн, IP65 (R70032A)",штука,38,0,38,",3",",2",",2",",012",",456",304,31.03.2022
2021-12-21,2021-12-24,,11,132.346.000750,"Ответвитель направленный Bridge Components 6дБ, 700-2700Мгц, 4.3-10F, -160дБн, IP65 (13-UEAE706-O1)",штука,6,0,6,",06",",06",",19",",000684",",004104",304,31.03.2022
2021-12-21,,,2,560.002.002213,"Панель домофона вызывная многоабонентская Maxet Line RTO-7720, угол обзора 120гр",штука,200,0,200,,,,,,107,02.02.2022
2021-12-21,,,4,560.002.002214,Коммутатор координатно-матричных сетей Maxet Line RTO-400,штука,300,0,300,0,0,0,0,,107,02.02.2022
2021-12-21,,,5,560.002.002215,Демпфер замка Maxet Line DD-L,штука,200,0,200,,,,,,107,02.02.2022
2021-12-21,,,6,560.002.002216,Комплект монтажный Maxet Line RTO-7720.00 для монтажа домофона в стену,штука,100,0,100,,,,,,107,02.02.2022
2021-12-21,,,7,560.002.002217,Панель переходная Atron Adapter Kit,штука,50,0,50,,,,,,107,02.02.2022
2021-12-21,,,8,560.002.002218,Блок питания Bastion В12 3А Mollusk-VR 12/3,штука,50,0,50,,,,,,107,02.02.2022
2021-12-21,,,9,560.002.002219,Кожух крепления Atron Case Kit накладной,штука,50,0,50,,,,,,107,02.02.2022
2021-12-21,,,10,560.002.002220,Козырек защитный Atron Visor Kit,штука,100,0,100,,,,,,107,02.02.2022
2021-12-22,2021-12-24,,1,212.346.002854,"Крепление ЮКС коаксиального кабеля/кабеля РРЛ 4х3/8-1/2, двойное",штука,2000,0,2000,",07",",06",",06",",000252",",504",304,19.03.2022
2021-12-22,,,3,173.346.003070,"Шкаф напольный Телеком Групп 19"" 47U, 800х800мм (С-47U-08-08-ДП-ДП-7035)",штука,2,0,2,",8",",8",",67",",4288",",8576",107,
2021-12-22,,,4,173.346.002994,"Модуль вентиляторный Телеком Групп БВ-4 на 4 элемента, 230В AC",штука,2,0,2,",5",",35",",06",",0105",",021",107,
2021-12-22,,,5,173.346.002496,Термостат TRT-10A230V-NO к вентилятору,штука,2,0,2,",07",",04",",02",",000056",",000112",107,
2021-12-24,,,1,212.346.002871,"Крепление ЮКС для 3-х оптических кабелей 4.8-7мм и 3-х кабелей питания 10-15мм, тройное",штука,15000,0,15000,",15",",05",",05",",000375","5,625",702,
2021-12-24,,,15,244.346.000665,"Сборка кабельная дуплексная Kingsignal SM Full AXS DLC-DLC, 30м (42020501064)",штука,60,0,60,",3",",3",",04",",0036",",216",702,
2021-12-24,,,16,244.346.000665,"Сборка кабельная дуплексная Kingsignal SM Full AXS DLC-DLC, 30м (42020501064)",штука,60,0,60,",3",",3",",04",",0036",",216",702,
2021-12-24,,,17,244.346.000666,"Сборка кабельная дуплексная Kingsignal SM Full AXS DLC-DLC, 50м (42020501065)",штука,205,0,205,",36",",36",",037",",0047952",",983016",702,
2021-12-24,,,18,244.346.000666,"Сборка кабельная дуплексная Kingsignal SM Full AXS DLC-DLC, 50м (42020501065)",штука,150,0,150,",36",",36",",037",",0047952",",71928",702,
2021-12-24,,,19,244.346.000666,"Сборка кабельная дуплексная Kingsignal SM Full AXS DLC-DLC, 50м (42020501065)",штука,100,0,100,",36",",36",",037",",0047952",",47952",702,
2021-12-24,,,20,244.346.000666,"Сборка кабельная дуплексная Kingsignal SM Full AXS DLC-DLC, 50м (42020501065)",штука,50,0,50,",36",",36",",037",",0047952",",23976",702,
2021-12-24,,,21,244.346.000667,"Сборка кабельная дуплексная Kingsignal SM Full AXS DLC-DLC, 70м (42020501066)",штука,42,0,42,",36",",39",",036",",0050544",",2122848",702,
2021-12-24,,,22,244.346.000668,"Сборка кабельная дуплексная Kingsignal SM Full AXS DLC-DLC, 100м (42020501067)",штука,50,0,50,",36",",36",",06",",007776",",3888",702,
2021-07-16,2021-11-11,D1009226_11_НСН,71,189.372.001514,"Транспондер Alcatel 11QPA4-11G QPLUGGABLE ANY 4C, от -5 до 65C (8DG60349AC)",штука,2,0,2,",51",",34",",14",",024276",",048552",К05,19.09.2021
2021-05-25,2021-05-29,D200000004,5,143.020.002237,"Базовая станция RBS 6601 стандарта LTE1800/UMTS2100 в составе: Baseband 6630, 3Radio 2279 B1 B3, 6SFP 10.3, 2SFP 2.5, HWACs",Комплект,5,4,1,",5",",5",",5",",125",",625",304,06.09.2021
2021-07-15,2021-08-05,D200000004,5,248.020.000090,Кабель электропитания ERC 2х16мм2 TFL 492 326/0,Метр,300,0,300,1,",01",",01",",0001",",03",702,29.11.2021
2021-07-15,2021-08-05,D200000004,4,239.020.001338,"Кабель питания AC, 3x2.5мм2, 100м (TFL 901 45/100M)",штука,1,0,1,",1",",01",",01",",00001",",00001",702,09.11.2021
2021-08-11,2021-08-18,D200000004,1,144.020.001286,"Расширение базовой станции RBS 6601 в составе: Baseband 6648, 20SFP 10.3",Комплект,1,0,1,",5",",5",",5",",125",",125",304,29.11.2021
2021-08-11,2021-08-18,D200000004,3,144.020.001280,Приемопередатчик ERC AIR 6449 B79A (INF 903 6864/3S008),штука,3,0,3,",1",",1",",1",",001",",003",304,29.11.2021
2021-10-05,2021-10-12,D200000004,1,144.020.001276,"Расширение базовой станции RBS 6601 стандарта 5G n79 в составе: AIR 6449 B79A, 4SFP 10.3",Комплект,1,0,1,",5",",5",",5",",125",",125",107,31.01.2022
2021-11-08,2021-12-06,D200000004,1,144.020.001114,"Расширение базовой станции RBS 6601 стандарта LTE2600 в составе: 3Radio 4418 B38A, 6SFP 10.3, HUP, HWACs",Комплект,4,0,4,"1,2",",8",",6",",576","2,304",304,13.06.2022
2021-11-08,2021-12-06,D200000004,2,144.020.001114,"Расширение базовой станции RBS 6601 стандарта LTE2600 в составе: 3Radio 4418 B38A, 6SFP 10.3, HUP, HWACs",Комплект,4,0,4,"1,2",",8",",6",",576","2,304",304,13.06.2022
2021-11-08,2021-12-06,D200000004,3,143.020.001961,"Базовая станция RBS6601 стандарта LTE1800 в составе: Baseband 6630, 3Radio 4428 B3, 6SFP 10.3, 2SFP 2.5",Комплект,1,0,1,"1,2",",8",",6",",576",",576",304,13.06.2022
2021-11-08,2021-12-06,D200000004,4,143.020.001961,"Базовая станция RBS6601 стандарта LTE1800 в составе: Baseband 6630, 3Radio 4428 B3, 6SFP 10.3, 2SFP 2.5",Комплект,5,0,5,"1,2",",8",",6",",576","2,88",304,13.06.2022
2021-11-08,2021-12-06,D200000004,5,144.020.001145,"Расширение базовой станции RBS6601 стандарта LTE2600 4T4R в составе: 3Radio 4415 B7, 6SFP 10.3",Комплект,7,0,7,",6",",8","1,2",",576","4,032",304,13.06.2022
2021-11-08,2021-12-06,D200000004,6,144.020.001145,"Расширение базовой станции RBS6601 стандарта LTE2600 4T4R в составе: 3Radio 4415 B7, 6SFP 10.3",Комплект,58,0,58,",6",",8","1,2",",576","33,408",304,13.06.2022
2021-11-08,2021-12-06,D200000004,7,144.020.001156,"Расширение базовой станции RBS6601 стандарта LTE1800 в составе: 3Radio 4428 B3, 6SFP 10.3",Комплект,2,0,2,",6",",8",",6",",288",",576",304,13.06.2022
2021-11-08,2021-12-06,D200000004,8,143.020.002000,"Базовая станция RBS6601 стандарта LTE1800 в составе: Baseband 6630, 3Radio 4428 B3, 2SFP 2.5, 6SFP 10.3",Комплект,3,0,3,"1,2",",8",",6",",576","1,728",304,13.06.2022
2021-11-08,2021-12-06,D200000004,9,144.020.001175,"Расширение базовой станции RBS6601 стандарта LTE2600 (добавление сектора) в составе: 1Radio 4415 B7, 2SFP 10.3",Комплект,1,0,1,",6",",8","1,2",",576",",576",304,13.06.2022
2021-11-08,2021-12-06,D200000004,10,144.020.001275,"Расширение базовой станции RBS 6601 стандарта LTE1800/LTE2100 в составе: 3Radio 4499 B1 B3, 6SFP 10.3, HWACs",Комплект,1,0,1,"1,2",",8",",6",",576",",576",304,13.06.2022
2021-11-08,2021-12-06,D200000004,11,143.020.002239,"Базовая станция RBS 6601 стандарта LTE1800/UMTS2100 в составе: Baseband 6630, 3Radio 4499 B1 B3, 6SFP 10.3, 2SFP 2.5, HWACs",Комплект,61,0,61,",1",",1",",1",",001",",061",304,13.06.2022
2021-10-29,2021-12-13,D200000004,1,144.020.000478,Цифровой модуль Baseband R503 RBS6000 (INF 901 6000/DXM2),штука,2,0,2,",6",",8","1,2",",576","1,152",702,13.06.2022
2021-10-29,2021-12-13,D200000004,3,143.020.002235,"Базовая станция RBS 6601 стандарта LTE1800 в составе: Baseband 6630, 3Radio 2212 B3, 6SFP 10.3, 2SFP 2.5",Комплект,6,0,6,",5",",5",",5",",125",",75",702,13.06.2022
2021-10-29,2021-12-13,D200000004,4,143.020.001845,"Базовая станция RBS 6502 AC стандарта LTE1800 в составе: MBB 6502, 1Radio 2203 B3, 1Antenna 6503, 1Micro GPS/Glonass, 4SFP 2.5",Комплект,1,0,1,",6",",8",",6",",288",",288",702,13.06.2022
2021-10-29,2021-12-13,D200000004,5,143.020.002325,"Базовая станция RBS 6601 стандарта LTE800 в составе: Baseband 6630, 3Radio 2217 B20, 8SFP 2.5, HWACs",Комплект,1,0,1,",5",",5",",5",,,702,13.06.2022
2021-11-02,2021-12-13,D200000004,1,144.020.000849,Приeмник GLONASS/GPS EAB,Комплект,50,0,50,",4",",3",",5",",06",3,702,11.02.2022
2021-11-02,2021-12-13,D200000004,2,144.020.001173,"Расширение базовой станции RBS6601 стандарта LTE1800 (добавление сектора) в составе: 1Radio 2212 B3, 2SFP 10.3",Комплект,6,0,6,",6",",4",",3",",072",",432",702,11.02.2022
2021-11-02,2021-12-13,D200000004,4,143.020.002235,"Базовая станция RBS 6601 стандарта LTE1800 в составе: Baseband 6630, 3Radio 2212 B3, 6SFP 10.3, 2SFP 2.5",Комплект,4,0,4,",5",",5",",5",",125",",5",702,11.02.2022
2021-11-02,2021-12-13,D200000004,5,144.020.000478,Цифровой модуль Baseband R503 RBS6000 (INF 901 6000/DXM2),штука,2,0,2,",6",",8","1,2",",576","1,152",702,11.02.2022
2021-11-02,2021-12-13,D200000004,8,143.020.002325,"Базовая станция RBS 6601 стандарта LTE800 в составе: Baseband 6630, 3Radio 2217 B20, 8SFP 2.5, HWACs",Комплект,2,0,2,",5",",5",",5",,,702,11.02.2022
2021-11-11,2021-11-17,D200000004,1,144.020.001033,Цифровой модуль Baseband 6630 KDV 127 621/11 (INF 903 6083/03),штука,28,0,28,",1",",45",",6",",027",",756",304,28.02.2022
2021-11-11,2021-11-17,D200000004,2,144.020.001033,Цифровой модуль Baseband 6630 KDV 127 621/11 (INF 903 6083/03),штука,1,0,1,",1",",45",",6",",027",",027",304,28.02.2022
2021-11-11,2021-11-17,D200000004,3,144.020.001114,"Расширение базовой станции RBS 6601 стандарта LTE2600 в составе: 3Radio 4418 B38A, 6SFP 10.3, HUP, HWACs",Комплект,2,0,2,"1,2",",8",",6",",576","1,152",304,28.02.2022
2021-11-11,2021-11-17,D200000004,4,144.020.001134,"Расширение базовой станции RBS 6601 стандарта LTE2600TDD в составе: 3Radio 4418 B38A, 6SFP 10.3 reuse 5216/6630/6318",Комплект,1,0,1,"1,2",",8",",6",",576",",576",304,28.02.2022
2021-11-11,2021-11-17,D200000004,6,143.020.001941,"Базовая станция RBS6601 стандарта LTE1800/LTE2600 в составе: Baseband 6630, 3Radio 4415 B7, 3Radio 4428 B3, 2SFP 2.5, 12SFP 10.3",Комплект,29,0,29,"1,2",",8",",7",",672","19,488",304,28.02.2022
2021-11-11,2021-11-17,D200000004,7,144.020.001145,"Расширение базовой станции RBS6601 стандарта LTE2600 4T4R в составе: 3Radio 4415 B7, 6SFP 10.3",Комплект,14,0,14,",6",",8","1,2",",576","8,064",304,28.02.2022
2021-11-11,2021-11-17,D200000004,8,144.020.001145,"Расширение базовой станции RBS6601 стандарта LTE2600 4T4R в составе: 3Radio 4415 B7, 6SFP 10.3",Комплект,5,0,5,",6",",8","1,2",",576","2,88",304,28.02.2022
2021-11-11,2021-11-17,D200000004,11,143.020.002239,"Базовая станция RBS 6601 стандарта LTE1800/UMTS2100 в составе: Baseband 6630, 3Radio 4499 B1 B3, 6SFP 10.3, 2SFP 2.5, HWACs",Комплект,2,0,2,",1",",1",",1",",001",",002",304,28.02.2022
2021-11-11,2021-11-17,D200000004,12,143.020.002239,"Базовая станция RBS 6601 стандарта LTE1800/UMTS2100 в составе: Baseband 6630, 3Radio 4499 B1 B3, 6SFP 10.3, 2SFP 2.5, HWACs",Комплект,17,0,17,",1",",1",",1",",001",",017",304,28.02.2022
2021-11-11,2021-11-17,D200000004,13,143.020.002322,"Базовая станция RBS 6601 стандарта GSM900/UMTS2100/LTE1800 в составе: 2Baseband 6630, 3Radio 2219 B8, 3Radio 2219 B3,3Radio 2219 B1, 14SFP 2.5, 6SFP 10.3",Комплект,1,0,1,",5",",5",",5",",125",",125",304,28.02.2022
2021-11-11,2021-11-17,D200000004,14,143.020.001728,"Базовая станция RBS 6601 стандарта LTE1800/LTE2600 в составе: Baseband 6630, 3Radio 2219 B3, 3Radio 4415 B7, 12SFP 10.3, 2SFP 2.5",Комплект,1,0,1,"1,2",",8",",8",",768",",768",304,28.02.2022
2021-11-11,2021-11-17,D200000004,15,144.020.001264,"Расширение базовой станции RBS 6601 стандарта LTE1800 в составе: 3Radio 2279 B1 B3, 6SFP 10.3, HWACs",Комплект,6,0,6,",5",",5",",5",",125",",75",304,28.02.2022
