№ Площадки,Регион,Площадка,Тип БС,Диапазон,"Дата ТЭ 
(ЧЧ.ММ.ГГ)","Год 
плана",exМР
PL_77_17856,Москва и Московская область,GF,БС,NI-1800,2021-09-30,2021,МР Москва
PL_77_17857,Москва и Московская область,GF,БС,DCS-1800,2021-09-30,2021,МР Москва
PL_77_17857,Москва и Московская область,GF,БС,LTE-1800,2021-09-30,2021,МР Москва
PL_77_17857,Москва и Московская область,GF,БС,NI-1800,2021-09-30,2021,МР Москва
PL_77_17858,Москва и Московская область,GF,БС,DCS-1800,2021-09-30,2021,МР Москва
PL_77_17858,Москва и Московская область,GF,БС,LTE-1800,2021-09-30,2021,МР Москва
PL_77_17858,Москва и Московская область,GF,БС,NI-1800,2021-09-30,2021,МР Москва
PL_77_17860,Москва и Московская область,GF,БС,DCS-1800,2021-09-30,2021,МР Москва
PL_77_17860,Москва и Московская область,GF,БС,LTE-1800,2021-09-30,2021,МР Москва
PL_77_17860,Москва и Московская область,GF,БС,NI-1800,2021-09-30,2021,МР Москва
PL_77_17862,Москва и Московская область,GF,БС,DCS-1800,2021-06-25,2021,МР Москва
PL_77_17862,Москва и Московская область,GF,БС,LTE-1800,2021-06-25,2021,МР Москва
PL_77_17862,Москва и Московская область,GF,БС,NI-1800,2021-06-25,2021,МР Москва
PL_77_17867,Москва и Московская область,CS,БС,DCS-1800,2021-10-06,2021,МР Москва
PL_77_17867,Москва и Московская область,CS,БС,NI-1800,2021-10-06,2021,МР Москва
PL_77_17869,Москва и Московская область,GF,БС,DCS-1800,2021-03-25,2021,МР Москва
PL_77_17869,Москва и Московская область,GF,БС,LTE-1800,2021-03-25,2021,МР Москва
PL_77_17869,Москва и Московская область,GF,БС,NI-1800,2021-03-25,2021,МР Москва
PL_77_17873,Москва и Московская область,GF,БС,DCS-1800,2021-10-07,2021,МР Москва
PL_77_17873,Москва и Московская область,GF,БС,LTE-1800,2021-10-07,2021,МР Москва
PL_77_17873,Москва и Московская область,GF,БС,NI-1800,2021-10-07,2021,МР Москва
PL_77_17874,Москва и Московская область,GF,БС,DCS-1800,2021-06-25,2021,МР Москва
PL_77_17874,Москва и Московская область,GF,БС,LTE-1800,2021-06-25,2021,МР Москва
PL_77_17874,Москва и Московская область,GF,БС,NI-1800,2021-06-25,2021,МР Москва
PL_77_17881,Москва и Московская область,GF,БС,DCS-1800,2021-10-13,2021,МР Москва
PL_77_17881,Москва и Московская область,GF,БС,LTE-1800,2021-10-13,2021,МР Москва
PL_77_17881,Москва и Московская область,GF,БС,NI-1800,2021-10-13,2021,МР Москва
PL_77_17883,Москва и Московская область,GF,БС,DCS-1800,2021-10-14,2021,МР Москва
PL_77_17883,Москва и Московская область,GF,БС,LTE-1800,2021-10-14,2021,МР Москва
PL_77_17883,Москва и Московская область,GF,БС,NI-1800,2021-10-14,2021,МР Москва
PL_77_17886,Москва и Московская область,GF,БС,DCS-1800,2021-10-15,2021,МР Москва
PL_77_17886,Москва и Московская область,GF,БС,LTE-1800,2021-10-15,2021,МР Москва
PL_77_17886,Москва и Московская область,GF,БС,NI-1800,2021-10-15,2021,МР Москва
PL_77_17891,Москва и Московская область,GF,БС,DCS-1800,2021-06-25,2021,МР Москва
PL_77_17891,Москва и Московская область,GF,БС,LTE-1800,2021-06-25,2021,МР Москва
PL_77_17891,Москва и Московская область,GF,БС,NI-1800,2021-06-25,2021,МР Москва
PL_77_17893,Москва и Московская область,CS,БС,DCS-1800,2021-07-30,2021,МР Москва
PL_77_17893,Москва и Московская область,CS,БС,NI-1800,2021-07-30,2021,МР Москва
PL_77_17897,Москва и Московская область,GF,БС,DCS-1800,2021-10-15,2021,МР Москва
PL_77_17897,Москва и Московская область,GF,БС,LTE-1800,2021-10-15,2021,МР Москва
PL_77_17897,Москва и Московская область,GF,БС,NI-1800,2021-10-15,2021,МР Москва
PL_77_17898,Москва и Московская область,GF,БС,DCS-1800,2021-10-15,2021,МР Москва
PL_77_17898,Москва и Московская область,GF,БС,LTE-1800,2021-10-15,2021,МР Москва
PL_77_17898,Москва и Московская область,GF,БС,NI-1800,2021-10-15,2021,МР Москва
PL_77_17899,Москва и Московская область,GF,БС,DCS-1800,2021-10-15,2021,МР Москва
PL_77_17899,Москва и Московская область,GF,БС,LTE-1800,2021-10-15,2021,МР Москва
PL_77_17899,Москва и Московская область,GF,БС,NI-1800,2021-10-15,2021,МР Москва
PL_77_17900,Москва и Московская область,GF,БС,DCS-1800,2021-10-15,2021,МР Москва
PL_77_17900,Москва и Московская область,GF,БС,LTE-1800,2021-10-15,2021,МР Москва
PL_77_17900,Москва и Московская область,GF,БС,NI-1800,2021-10-15,2021,МР Москва
PL_77_17903,Москва и Московская область,GF,БС,DCS-1800,2021-10-20,2021,МР Москва
PL_77_17903,Москва и Московская область,GF,БС,LTE-1800,2021-10-20,2021,МР Москва
PL_77_17903,Москва и Московская область,GF,БС,NI-1800,2021-10-20,2021,МР Москва
PL_77_17904,Москва и Московская область,GF,БС,DCS-1800,2021-06-25,2021,МР Москва
PL_77_17904,Москва и Московская область,GF,БС,LTE-1800,2021-06-25,2021,МР Москва
PL_77_17904,Москва и Московская область,GF,БС,NI-1800,2021-06-25,2021,МР Москва
PL_77_17906,Москва и Московская область,GF,БС,DCS-1800,2021-10-21,2021,МР Москва
PL_77_17906,Москва и Московская область,GF,БС,LTE-1800,2021-10-21,2021,МР Москва
PL_77_17906,Москва и Московская область,GF,БС,NI-1800,2021-10-21,2021,МР Москва
PL_77_17908,Москва и Московская область,GF,БС,DCS-1800,2021-10-22,2021,МР Москва
PL_77_17908,Москва и Московская область,GF,БС,LTE-1800,2021-10-22,2021,МР Москва
PL_77_17908,Москва и Московская область,GF,БС,NI-1800,2021-10-22,2021,МР Москва
PL_77_17909,Москва и Московская область,GF,БС,DCS-1800,2021-10-22,2021,МР Москва
PL_77_17909,Москва и Московская область,GF,БС,LTE-1800,2021-10-22,2021,МР Москва
PL_77_17909,Москва и Московская область,GF,БС,NI-1800,2021-10-22,2021,МР Москва
PL_77_17910,Москва и Московская область,GF,БС,DCS-1800,2021-10-22,2021,МР Москва
PL_77_17910,Москва и Московская область,GF,БС,LTE-1800,2021-10-22,2021,МР Москва
PL_77_17910,Москва и Московская область,GF,БС,NI-1800,2021-10-22,2021,МР Москва
PL_77_17911,Москва и Московская область,GF,БС,DCS-1800,2021-06-25,2021,МР Москва
PL_77_17911,Москва и Московская область,GF,БС,LTE-1800,2021-06-25,2021,МР Москва
PL_77_17911,Москва и Московская область,GF,БС,NI-1800,2021-06-25,2021,МР Москва
PL_77_17912,Москва и Московская область,GF,БС,DCS-1800,2021-10-22,2021,МР Москва
PL_77_17912,Москва и Московская область,GF,БС,LTE-1800,2021-10-22,2021,МР Москва
PL_77_17912,Москва и Московская область,GF,БС,NI-1800,2021-10-22,2021,МР Москва
PL_77_17913,Москва и Московская область,GF,БС,DCS-1800,2021-10-27,2021,МР Москва
PL_77_17913,Москва и Московская область,GF,БС,LTE-1800,2021-10-27,2021,МР Москва
PL_77_17913,Москва и Московская область,GF,БС,NI-1800,2021-10-27,2021,МР Москва
PL_77_17916,Москва и Московская область,GF,БС,DCS-1800,2021-10-28,2021,МР Москва
PL_77_17916,Москва и Московская область,GF,БС,LTE-1800,2021-10-28,2021,МР Москва
PL_77_17916,Москва и Московская область,GF,БС,NI-1800,2021-10-28,2021,МР Москва
PL_77_17917,Москва и Московская область,GF,БС,DCS-1800,2021-10-28,2021,МР Москва
PL_77_17917,Москва и Московская область,GF,БС,LTE-1800,2021-10-28,2021,МР Москва
PL_77_17917,Москва и Московская область,GF,БС,NI-1800,2021-10-28,2021,МР Москва
PL_77_17918,Москва и Московская область,GF,БС,DCS-1800,2021-10-28,2021,МР Москва
PL_77_17918,Москва и Московская область,GF,БС,LTE-1800,2021-10-28,2021,МР Москва
PL_77_17918,Москва и Московская область,GF,БС,NI-1800,2021-10-28,2021,МР Москва
PL_77_17919,Москва и Московская область,GF,БС,DCS-1800,2021-06-30,2021,МР Москва
PL_77_17919,Москва и Московская область,GF,БС,LTE-1800,2021-06-30,2021,МР Москва
PL_77_17919,Москва и Московская область,GF,БС,NI-1800,2021-06-30,2021,МР Москва
PL_77_17920,Москва и Московская область,GF,БС,DCS-1800,2021-10-28,2021,МР Москва
PL_77_17920,Москва и Московская область,GF,БС,LTE-1800,2021-10-28,2021,МР Москва
PL_77_17920,Москва и Московская область,GF,БС,NI-1800,2021-10-28,2021,МР Москва
PL_77_17922,Москва и Московская область,GF,БС,DCS-1800,2021-10-28,2021,МР Москва
PL_77_17922,Москва и Московская область,GF,БС,LTE-1800,2021-10-28,2021,МР Москва
PL_77_17922,Москва и Московская область,GF,БС,NI-1800,2021-10-28,2021,МР Москва
PL_77_17924,Москва и Московская область,GF,БС,DCS-1800,2021-10-28,2021,МР Москва
PL_77_17924,Москва и Московская область,GF,БС,LTE-1800,2021-10-28,2021,МР Москва
PL_77_17924,Москва и Московская область,GF,БС,NI-1800,2021-10-28,2021,МР Москва
PL_77_17926,Москва и Московская область,GF,БС,DCS-1800,2021-10-29,2021,МР Москва
PL_77_17926,Москва и Московская область,GF,БС,LTE-1800,2021-10-29,2021,МР Москва
PL_77_17926,Москва и Московская область,GF,БС,NI-1800,2021-10-29,2021,МР Москва
PL_77_17927,Москва и Московская область,GF,БС,DCS-1800,2021-10-29,2021,МР Москва
PL_77_17927,Москва и Московская область,GF,БС,LTE-1800,2021-10-29,2021,МР Москва
PL_77_17927,Москва и Московская область,GF,БС,NI-1800,2021-10-29,2021,МР Москва
PL_77_17929,Москва и Московская область,GF,БС,DCS-1800,2021-10-29,2021,МР Москва
PL_77_17929,Москва и Московская область,GF,БС,LTE-1800,2021-10-29,2021,МР Москва
PL_77_17929,Москва и Московская область,GF,БС,NI-1800,2021-10-29,2021,МР Москва
PL_77_17930,Москва и Московская область,GF,БС,DCS-1800,2021-10-29,2021,МР Москва
PL_77_17930,Москва и Московская область,GF,БС,LTE-1800,2021-10-29,2021,МР Москва
PL_77_17930,Москва и Московская область,GF,БС,NI-1800,2021-10-29,2021,МР Москва
PL_77_17931,Москва и Московская область,GF,БС,DCS-1800,2021-10-29,2021,МР Москва
PL_77_17931,Москва и Московская область,GF,БС,LTE-1800,2021-10-29,2021,МР Москва
PL_77_17931,Москва и Московская область,GF,БС,NI-1800,2021-10-29,2021,МР Москва
PL_77_17933,Москва и Московская область,GF,БС,DCS-1800,2021-10-29,2021,МР Москва
PL_77_17933,Москва и Московская область,GF,БС,LTE-1800,2021-10-29,2021,МР Москва
PL_77_17933,Москва и Московская область,GF,БС,NI-1800,2021-10-29,2021,МР Москва
PL_77_17936,Москва и Московская область,GF,БС,DCS-1800,2021-10-29,2021,МР Москва
PL_77_17936,Москва и Московская область,GF,БС,LTE-1800,2021-10-29,2021,МР Москва
PL_77_17936,Москва и Московская область,GF,БС,NI-1800,2021-10-29,2021,МР Москва
PL_77_17941,Москва и Московская область,GF,БС,DCS-1800,2021-11-05,2021,МР Москва
PL_77_17941,Москва и Московская область,GF,БС,LTE-1800,2021-11-05,2021,МР Москва
PL_77_17941,Москва и Московская область,GF,БС,NI-1800,2021-11-05,2021,МР Москва
PL_77_17943,Москва и Московская область,GF,БС,DCS-1800,2021-11-05,2021,МР Москва
PL_77_17943,Москва и Московская область,GF,БС,LTE-1800,2021-11-05,2021,МР Москва
PL_77_17943,Москва и Московская область,GF,БС,NI-1800,2021-11-05,2021,МР Москва
PL_77_17944,Москва и Московская область,GF,БС,DCS-1800,2021-11-05,2021,МР Москва
PL_77_17944,Москва и Московская область,GF,БС,LTE-1800,2021-11-05,2021,МР Москва
PL_77_17944,Москва и Московская область,GF,БС,NI-1800,2021-11-05,2021,МР Москва
PL_77_17945,Москва и Московская область,GF,БС,DCS-1800,2021-11-10,2021,МР Москва
PL_77_17945,Москва и Московская область,GF,БС,LTE-1800,2021-11-10,2021,МР Москва
PL_77_17945,Москва и Московская область,GF,БС,NI-1800,2021-11-10,2021,МР Москва
PL_77_17951,Москва и Московская область,GF,БС,DCS-1800,2021-11-12,2021,МР Москва
PL_77_17951,Москва и Московская область,GF,БС,LTE-1800,2021-11-12,2021,МР Москва
PL_77_17951,Москва и Московская область,GF,БС,NI-1800,2021-11-12,2021,МР Москва
PL_77_17952,Москва и Московская область,GF,БС,DCS-1800,2021-11-12,2021,МР Москва
PL_77_17952,Москва и Московская область,GF,БС,LTE-1800,2021-11-12,2021,МР Москва
PL_77_17952,Москва и Московская область,GF,БС,NI-1800,2021-11-12,2021,МР Москва
PL_77_17953,Москва и Московская область,GF,БС,DCS-1800,2021-11-17,2021,МР Москва
PL_77_17953,Москва и Московская область,GF,БС,LTE-1800,2021-11-17,2021,МР Москва
PL_77_17953,Москва и Московская область,GF,БС,NI-1800,2021-11-17,2021,МР Москва
PL_77_17954,Москва и Московская область,GF,БС,DCS-1800,2021-11-17,2021,МР Москва
PL_77_17954,Москва и Московская область,GF,БС,LTE-1800,2021-11-17,2021,МР Москва
PL_77_17954,Москва и Московская область,GF,БС,NI-1800,2021-11-17,2021,МР Москва
PL_77_17956,Москва и Московская область,GF,БС,DCS-1800,2021-11-17,2021,МР Москва
PL_77_17956,Москва и Московская область,GF,БС,LTE-1800,2021-11-17,2021,МР Москва
PL_77_17956,Москва и Московская область,GF,БС,NI-1800,2021-11-17,2021,МР Москва
PL_77_17957,Москва и Московская область,GF,БС,DCS-1800,2021-11-17,2021,МР Москва
PL_77_17957,Москва и Московская область,GF,БС,LTE-1800,2021-11-17,2021,МР Москва
PL_77_17957,Москва и Московская область,GF,БС,NI-1800,2021-11-17,2021,МР Москва
PL_77_17958,Москва и Московская область,GF,БС,DCS-1800,2021-11-18,2021,МР Москва
PL_77_17958,Москва и Московская область,GF,БС,LTE-1800,2021-11-18,2021,МР Москва
PL_77_17958,Москва и Московская область,GF,БС,NI-1800,2021-11-18,2021,МР Москва
PL_77_17959,Москва и Московская область,GF,БС,DCS-1800,2021-11-18,2021,МР Москва
PL_77_17959,Москва и Московская область,GF,БС,LTE-1800,2021-11-18,2021,МР Москва
PL_77_17959,Москва и Московская область,GF,БС,NI-1800,2021-11-18,2021,МР Москва
PL_77_17961,Москва и Московская область,GF,БС,DCS-1800,2021-11-18,2021,МР Москва
PL_77_17961,Москва и Московская область,GF,БС,LTE-1800,2021-11-18,2021,МР Москва
PL_77_17961,Москва и Московская область,GF,БС,NI-1800,2021-11-18,2021,МР Москва
PL_77_17965,Москва и Московская область,GF,БС,DCS-1800,2021-11-19,2021,МР Москва
PL_77_17965,Москва и Московская область,GF,БС,LTE-1800,2021-11-19,2021,МР Москва
PL_77_17965,Москва и Московская область,GF,БС,NI-1800,2021-11-19,2021,МР Москва
PL_77_17966,Москва и Московская область,GF,БС,DCS-1800,2021-11-19,2021,МР Москва
PL_77_17966,Москва и Московская область,GF,БС,LTE-1800,2021-11-19,2021,МР Москва
PL_77_17966,Москва и Московская область,GF,БС,NI-1800,2021-11-19,2021,МР Москва
PL_77_17968,Москва и Московская область,GF,БС,DCS-1800,2021-11-19,2021,МР Москва
PL_77_17968,Москва и Московская область,GF,БС,LTE-1800,2021-11-19,2021,МР Москва
PL_77_17968,Москва и Московская область,GF,БС,NI-1800,2021-11-19,2021,МР Москва
PL_77_17972,Москва и Московская область,GF,БС,DCS-1800,2021-11-19,2021,МР Москва
PL_77_17972,Москва и Московская область,GF,БС,LTE-1800,2021-11-19,2021,МР Москва
PL_77_17972,Москва и Московская область,GF,БС,NI-1800,2021-11-19,2021,МР Москва
PL_77_17973,Москва и Московская область,GF,БС,DCS-1800,2021-11-19,2021,МР Москва
PL_77_17973,Москва и Московская область,GF,БС,LTE-1800,2021-11-19,2021,МР Москва
PL_77_17973,Москва и Московская область,GF,БС,NI-1800,2021-11-19,2021,МР Москва
PL_77_17976,Москва и Московская область,GF,БС,DCS-1800,2021-11-19,2021,МР Москва
PL_77_17976,Москва и Московская область,GF,БС,LTE-1800,2021-11-19,2021,МР Москва
PL_77_17976,Москва и Московская область,GF,БС,NI-1800,2021-11-19,2021,МР Москва
PL_77_17977,Москва и Московская область,GF,БС,DCS-1800,2021-11-24,2021,МР Москва
PL_77_17977,Москва и Московская область,GF,БС,LTE-1800,2021-11-24,2021,МР Москва
PL_77_17977,Москва и Московская область,GF,БС,NI-1800,2021-11-24,2021,МР Москва
PL_77_17987,Москва и Московская область,GF,БС,DCS-1800,2021-11-25,2021,МР Москва
PL_77_17987,Москва и Московская область,GF,БС,LTE-1800,2021-11-25,2021,МР Москва
PL_77_17987,Москва и Московская область,GF,БС,NI-1800,2021-11-25,2021,МР Москва
PL_77_17989,Москва и Московская область,GF,БС,DCS-1800,2021-11-25,2021,МР Москва
PL_77_17989,Москва и Московская область,GF,БС,LTE-1800,2021-11-25,2021,МР Москва
PL_77_17989,Москва и Московская область,GF,БС,NI-1800,2021-11-25,2021,МР Москва
PL_77_17991,Москва и Московская область,GF,БС,DCS-1800,2021-11-25,2021,МР Москва
PL_77_17991,Москва и Московская область,GF,БС,LTE-1800,2021-11-25,2021,МР Москва
PL_77_17991,Москва и Московская область,GF,БС,NI-1800,2021-11-25,2021,МР Москва
PL_77_17994,Москва и Московская область,GF,БС,DCS-1800,2021-11-25,2021,МР Москва
PL_77_17994,Москва и Московская область,GF,БС,LTE-1800,2021-11-25,2021,МР Москва
PL_77_17994,Москва и Московская область,GF,БС,NI-1800,2021-11-25,2021,МР Москва
PL_77_17997,Москва и Московская область,GF,БС,DCS-1800,2021-11-25,2021,МР Москва
PL_77_17997,Москва и Московская область,GF,БС,LTE-1800,2021-11-25,2021,МР Москва
PL_77_17997,Москва и Московская область,GF,БС,NI-1800,2021-11-25,2021,МР Москва
PL_77_17998,Москва и Московская область,GF,БС,DCS-1800,2021-11-25,2021,МР Москва
PL_77_17998,Москва и Московская область,GF,БС,LTE-1800,2021-11-25,2021,МР Москва
PL_77_17998,Москва и Московская область,GF,БС,NI-1800,2021-11-25,2021,МР Москва
PL_77_18000,Москва и Московская область,GF,БС,DCS-1800,2021-11-26,2021,МР Москва
PL_77_18000,Москва и Московская область,GF,БС,LTE-1800,2021-11-26,2021,МР Москва
PL_77_18000,Москва и Московская область,GF,БС,NI-1800,2021-11-26,2021,МР Москва
PL_77_18005,Москва и Московская область,GF,БС,DCS-1800,2021-11-26,2021,МР Москва
PL_77_18005,Москва и Московская область,GF,БС,LTE-1800,2021-11-26,2021,МР Москва
PL_77_18005,Москва и Московская область,GF,БС,NI-1800,2021-11-26,2021,МР Москва
PL_77_18006,Москва и Московская область,GF,БС,DCS-1800,2021-11-26,2021,МР Москва
PL_77_18006,Москва и Московская область,GF,БС,LTE-1800,2021-11-26,2021,МР Москва
PL_77_18006,Москва и Московская область,GF,БС,NI-1800,2021-11-26,2021,МР Москва
PL_77_18007,Москва и Московская область,GF,БС,DCS-1800,2021-11-26,2021,МР Москва
PL_77_18007,Москва и Московская область,GF,БС,LTE-1800,2021-11-26,2021,МР Москва
PL_77_18007,Москва и Московская область,GF,БС,NI-1800,2021-11-26,2021,МР Москва
PL_77_18010,Москва и Московская область,GF,БС,DCS-1800,2021-11-26,2021,МР Москва
PL_77_18010,Москва и Московская область,GF,БС,LTE-1800,2021-11-26,2021,МР Москва
PL_77_18010,Москва и Московская область,GF,БС,NI-1800,2021-11-26,2021,МР Москва
PL_77_18013,Москва и Московская область,CS,БС,DCS-1800,2021-11-26,2021,МР Москва
PL_77_18013,Москва и Московская область,CS,БС,NI-1800,2021-11-26,2021,МР Москва
PL_77_18015,Москва и Московская область,GF,БС,DCS-1800,2021-11-26,2021,МР Москва
PL_77_18015,Москва и Московская область,GF,БС,LTE-1800,2021-11-26,2021,МР Москва
PL_77_18015,Москва и Московская область,GF,БС,NI-1800,2021-11-26,2021,МР Москва
PL_77_18019,Москва и Московская область,GF,БС,DCS-1800,2021-12-01,2021,МР Москва
PL_77_18019,Москва и Московская область,GF,БС,LTE-1800,2021-12-01,2021,МР Москва
PL_77_18019,Москва и Московская область,GF,БС,NI-1800,2021-12-01,2021,МР Москва
PL_77_18021,Москва и Московская область,CS,БС,NI-1800,2021-12-02,2021,МР Москва
PL_77_18026,Москва и Московская область,GF,БС,DCS-1800,2021-12-03,2021,МР Москва
PL_77_18026,Москва и Московская область,GF,БС,LTE-1800,2021-12-03,2021,МР Москва
PL_77_18026,Москва и Московская область,GF,БС,NI-1800,2021-12-03,2021,МР Москва
PL_77_18027,Москва и Московская область,GF,БС,DCS-1800,2021-12-03,2021,МР Москва
PL_77_18027,Москва и Московская область,GF,БС,LTE-1800,2021-12-03,2021,МР Москва
PL_77_18027,Москва и Московская область,GF,БС,NI-1800,2021-12-03,2021,МР Москва
PL_77_18033,Москва и Московская область,GF,БС,DCS-1800,2021-12-09,2021,МР Москва
PL_77_18033,Москва и Московская область,GF,БС,LTE-1800,2021-12-09,2021,МР Москва
PL_77_18033,Москва и Московская область,GF,БС,NI-1800,2021-12-09,2021,МР Москва
PL_77_18034,Москва и Московская область,GF,БС,DCS-1800,2021-12-09,2021,МР Москва
PL_77_18034,Москва и Московская область,GF,БС,LTE-1800,2021-12-09,2021,МР Москва
PL_77_18034,Москва и Московская область,GF,БС,NI-1800,2021-12-09,2021,МР Москва
PL_77_18036,Москва и Московская область,GF,БС,DCS-1800,2021-12-10,2021,МР Москва
PL_77_18036,Москва и Московская область,GF,БС,LTE-1800,2021-12-10,2021,МР Москва
PL_77_18036,Москва и Московская область,GF,БС,NI-1800,2021-12-10,2021,МР Москва
PL_77_18037,Москва и Московская область,GF,БС,DCS-1800,2021-12-10,2021,МР Москва
PL_77_18037,Москва и Московская область,GF,БС,LTE-1800,2021-12-10,2021,МР Москва
PL_77_18037,Москва и Московская область,GF,БС,NI-1800,2021-12-10,2021,МР Москва
PL_77_18041,Москва и Московская область,GF,БС,DCS-1800,2021-12-10,2021,МР Москва
PL_77_18041,Москва и Московская область,GF,БС,LTE-1800,2021-12-10,2021,МР Москва
PL_77_18041,Москва и Московская область,GF,БС,NI-1800,2021-12-10,2021,МР Москва
PL_77_18042,Москва и Московская область,GF,БС,DCS-1800,2021-12-10,2021,МР Москва
PL_77_18042,Москва и Московская область,GF,БС,LTE-1800,2021-12-10,2021,МР Москва
PL_77_18042,Москва и Московская область,GF,БС,NI-1800,2021-12-10,2021,МР Москва
PL_77_18043,Москва и Московская область,GF,БС,DCS-1800,2021-12-15,2021,МР Москва
PL_77_18043,Москва и Московская область,GF,БС,LTE-1800,2021-12-15,2021,МР Москва
PL_77_18043,Москва и Московская область,GF,БС,NI-1800,2021-12-15,2021,МР Москва
PL_77_18045,Москва и Московская область,GF,БС,DCS-1800,2021-12-15,2021,МР Москва
PL_77_18045,Москва и Московская область,GF,БС,LTE-1800,2021-12-15,2021,МР Москва
PL_77_18045,Москва и Московская область,GF,БС,NI-1800,2021-12-15,2021,МР Москва
PL_77_18047,Москва и Московская область,GF,БС,DCS-1800,2021-12-15,2021,МР Москва
PL_77_18047,Москва и Московская область,GF,БС,LTE-1800,2021-12-15,2021,МР Москва
PL_77_18047,Москва и Московская область,GF,БС,NI-1800,2021-12-15,2021,МР Москва
PL_77_18048,Москва и Московская область,GF,БС,DCS-1800,2021-12-15,2021,МР Москва
PL_77_18048,Москва и Московская область,GF,БС,LTE-1800,2021-12-15,2021,МР Москва
PL_77_18048,Москва и Московская область,GF,БС,NI-1800,2021-12-15,2021,МР Москва
PL_77_18050,Москва и Московская область,GF,БС,DCS-1800,2021-12-16,2021,МР Москва
PL_77_18050,Москва и Московская область,GF,БС,LTE-1800,2021-12-16,2021,МР Москва
PL_77_18050,Москва и Московская область,GF,БС,NI-1800,2021-12-16,2021,МР Москва
PL_77_18052,Москва и Московская область,CS,БС,DCS-1800,2021-12-16,2021,МР Москва
PL_77_18052,Москва и Московская область,CS,БС,NI-1800,2021-12-16,2021,МР Москва
PL_77_18053,Москва и Московская область,GF,БС,DCS-1800,2021-12-16,2021,МР Москва
PL_77_18053,Москва и Московская область,GF,БС,LTE-1800,2021-12-16,2021,МР Москва
PL_77_18053,Москва и Московская область,GF,БС,NI-1800,2021-12-16,2021,МР Москва
PL_77_18062,Москва и Московская область,GF,БС,DCS-1800,2021-12-17,2021,МР Москва
PL_77_18062,Москва и Московская область,GF,БС,LTE-1800,2021-12-17,2021,МР Москва
PL_77_18062,Москва и Московская область,GF,БС,NI-1800,2021-12-17,2021,МР Москва
PL_77_18064,Москва и Московская область,GF,БС,DCS-1800,2021-12-17,2021,МР Москва
PL_77_18064,Москва и Московская область,GF,БС,LTE-1800,2021-12-17,2021,МР Москва
PL_77_18064,Москва и Московская область,GF,БС,NI-1800,2021-12-17,2021,МР Москва
PL_77_18067,Москва и Московская область,GF,БС,DCS-1800,2021-12-17,2021,МР Москва
PL_77_18067,Москва и Московская область,GF,БС,LTE-1800,2021-12-17,2021,МР Москва
PL_77_18067,Москва и Московская область,GF,БС,NI-1800,2021-12-17,2021,МР Москва
PL_77_18068,Москва и Московская область,GF,БС,DCS-1800,2021-12-17,2021,МР Москва
PL_77_18068,Москва и Московская область,GF,БС,LTE-1800,2021-12-17,2021,МР Москва
PL_77_18068,Москва и Московская область,GF,БС,NI-1800,2021-12-17,2021,МР Москва
PL_77_18069,Москва и Московская область,GF,БС,DCS-1800,2021-12-17,2021,МР Москва
PL_77_18069,Москва и Московская область,GF,БС,LTE-1800,2021-12-17,2021,МР Москва
PL_77_18069,Москва и Московская область,GF,БС,NI-1800,2021-12-17,2021,МР Москва
PL_77_18072,Москва и Московская область,GF,БС,DCS-1800,2021-12-17,2021,МР Москва
PL_77_18072,Москва и Московская область,GF,БС,LTE-1800,2021-12-17,2021,МР Москва
PL_77_18072,Москва и Московская область,GF,БС,NI-1800,2021-12-17,2021,МР Москва
PL_77_18076,Москва и Московская область,GF,БС,DCS-1800,2021-12-22,2021,МР Москва
PL_77_18076,Москва и Московская область,GF,БС,LTE-1800,2021-12-22,2021,МР Москва
PL_77_18076,Москва и Московская область,GF,БС,NI-1800,2021-12-22,2021,МР Москва
PL_77_18078,Москва и Московская область,GF,БС,DCS-1800,2021-12-22,2021,МР Москва
PL_77_18078,Москва и Московская область,GF,БС,LTE-1800,2021-12-22,2021,МР Москва
PL_77_18078,Москва и Московская область,GF,БС,NI-1800,2021-12-22,2021,МР Москва
PL_77_18084,Москва и Московская область,GF,БС,DCS-1800,2021-12-22,2021,МР Москва
PL_77_18084,Москва и Московская область,GF,БС,LTE-1800,2021-12-22,2021,МР Москва
PL_77_18084,Москва и Московская область,GF,БС,NI-1800,2021-12-22,2021,МР Москва
PL_77_18085,Москва и Московская область,GF,БС,DCS-1800,2021-12-23,2021,МР Москва
PL_77_18085,Москва и Московская область,GF,БС,LTE-1800,2021-12-23,2021,МР Москва
PL_77_18085,Москва и Московская область,GF,БС,NI-1800,2021-12-23,2021,МР Москва
PL_77_18087,Москва и Московская область,GF,БС,DCS-1800,2021-12-23,2021,МР Москва
PL_77_18087,Москва и Московская область,GF,БС,LTE-1800,2021-12-23,2021,МР Москва
PL_77_18087,Москва и Московская область,GF,БС,NI-1800,2021-12-23,2021,МР Москва
PL_77_18091,Москва и Московская область,GF,БС,DCS-1800,2021-12-23,2021,МР Москва
PL_77_18091,Москва и Московская область,GF,БС,LTE-1800,2021-12-23,2021,МР Москва
PL_77_18091,Москва и Московская область,GF,БС,NI-1800,2021-12-23,2021,МР Москва
PL_77_18092,Москва и Московская область,GF,БС,DCS-1800,2021-12-23,2021,МР Москва
PL_77_18092,Москва и Московская область,GF,БС,LTE-1800,2021-12-23,2021,МР Москва
PL_77_18092,Москва и Московская область,GF,БС,NI-1800,2021-12-23,2021,МР Москва
PL_77_18093,Москва и Московская область,GF,БС,DCS-1800,2021-12-23,2021,МР Москва
